444,(patch 52 63),Potatoes,Center Pivot LEPA,80057.49851647235
61,(patch 210 60),Sugarbeets,Center Pivot LESA,74522.32399765812
513,(patch 244 125),Sugarbeets,Center Pivot LESA,32124.378617213195
218,(patch 161 43),Potatoes,Center Pivot LEPA,13433.108253824485
512,(patch 213 87),Sugarbeets,Center Pivot LESA,52507.021426608146
227,(patch 198 105),Sugarbeets,Center Pivot MESA,709274.8201198723
227,(patch 200 104),Sugarbeets,Center Pivot LESA,329929.7253746428
439,(patch 166 99),Barley,Center Pivot LEPA,-65339.42686851941
439,(patch 164 99),Sugarbeets,Center Pivot LESA,65874.78556303223
143,(patch 218 33),Sugarbeets,Center Pivot LESA,-5981.047711291559
515,(patch 86 33),Potatoes,Center Pivot LEPA,14446.561799895626
455,(patch 235 135),Sugarbeets,Center Pivot LESA,-40083.914849324035
405,(patch 175 99),Potatoes,Center Pivot LEPA,120554.55279820698
405,(patch 175 101),Potatoes,Center Pivot LEPA,158289.8144340152
301,(patch 271 124),Barley,Center Pivot LEPA,-6574.237832940276
365,(patch 214 55),Potatoes,Center Pivot LEPA,33613.34947218205
239,(patch 212 57),Sugarbeets,Center Pivot LESA,317957.859462879
361,(patch 195 122),Corn,Center Pivot LEPA,-4391.473274142858
87,(patch 186 30),Barley,Center Pivot LEPA,-52331.87078461279
46,(patch 265 97),Potatoes,Center Pivot LEPA,167228.94996065437
46,(patch 263 103),Potatoes,Center Pivot LESA,131677.2156828647
46,(patch 249 94),Potatoes,Center Pivot LEPA,157187.69248755783
46,(patch 265 100),Potatoes,Center Pivot LESA,187821.03852290544
46,(patch 252 104),Potatoes,Center Pivot LEPA,149130.86955485732
46,(patch 268 95),Potatoes,Center Pivot LEPA,148211.0609544161
46,(patch 257 90),Potatoes,Center Pivot LEPA,187257.4776620841
46,(patch 261 95),Potatoes,Center Pivot LEPA,76709.17839110026
46,(patch 265 95),Potatoes,Center Pivot LEPA,201245.4640290754
46,(patch 266 93),Potatoes,Center Pivot LEPA,98390.42195709015
46,(patch 268 103),Potatoes,Center Pivot LEPA,183187.716012956
46,(patch 265 93),Potatoes,Center Pivot LEPA,246165.47920505475
46,(patch 259 96),Potatoes,Center Pivot LEPA,177052.43819669966
46,(patch 262 89),Potatoes,Center Pivot LEPA,144280.02808042633
46,(patch 248 95),Potatoes,Center Pivot LEPA,208057.22550575627
46,(patch 255 93),Potatoes,Center Pivot LEPA,142435.17544255132
46,(patch 270 101),Potatoes,Center Pivot LEPA,131148.4253389833
46,(patch 251 99),Potatoes,Center Pivot LEPA,181077.5325673236
46,(patch 253 92),Potatoes,Center Pivot LESA,104311.04551718303
46,(patch 263 89),Potatoes,Center Pivot LESA,145494.1141575054
46,(patch 254 92),Potatoes,Center Pivot LESA,222385.16203144332
46,(patch 250 99),Potatoes,Center Pivot LEPA,182027.752914969
46,(patch 259 87),Potatoes,Center Pivot LEPA,183090.1528568046
46,(patch 270 88),Potatoes,Center Pivot LEPA,132521.66623918124
46,(patch 248 90),Potatoes,Center Pivot LESA,190719.0046934883
26,(patch 198 74),Sugarbeets,Center Pivot LESA,-37115.12911176731
63,(patch 175 31),Barley,Center Pivot LEPA,-100589.28914387486
70,(patch 204 77),Potatoes,Center Pivot LEPA,8636.727753698211
180,(patch 210 102),Sugarbeets,Center Pivot LESA,-1523.3978614008338
482,(patch 145 9),Sugarbeets,Center Pivot LESA,218207.97326088813
482,(patch 146 10),Sugarbeets,Center Pivot LESA,142947.07179080433
482,(patch 147 10),Sugarbeets,Center Pivot LESA,-187810.0205353874
343,(patch 91 42),Sugarbeets,Center Pivot LESA,-231260.11942275593
20,(patch 210 41),Barley,Center Pivot LEPA,-57584.39747270165
20,(patch 209 43),Barley,Center Pivot LEPA,-59302.582211662506
458,(patch 254 62),Alfalfa,Center Pivot LEPA,-154387.9806185982
102,(patch 279 102),Sugarbeets,Center Pivot LESA,-20501.54682215567
228,(patch 174 71),Barley,Center Pivot LEPA,-55626.628281186466
